Year,Industry_aggregation_NZSIOC,Industry_name_NZSIOC,Units,Variable_name,Variable_category
2024,Level 3,Wood Product Manufacturing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 3,Wood Product Manufacturing,Dollars (millions),Current liabilities,Financial position
2024,Level 3,Wood Product Manufacturing,Dollars (millions),Other liabilities,Financial position
2024,Level 3,Wood Product Manufacturing,Dollars,Total income per employee count,Financial ratios
2024,Level 3,Wood Product Manufacturing,Dollars,Surplus per employee count,Financial ratios
2024,Level 3,Wood Product Manufacturing,Percentage,Current ratio,Financial ratios
2024,Level 3,Wood Product Manufacturing,Percentage,Quick ratio,Financial ratios
2024,Level 3,Wood Product Manufacturing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 3,Wood Product Manufacturing,Percentage,Return on equity,Financial ratios
2024,Level 3,Wood Product Manufacturing,Percentage,Return on total assets,Financial ratios
2024,Level 3,Wood Product Manufacturing,Percentage,Liabilities structure,Financial ratios
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Total income,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Non-operating income,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Total expenditure,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Interest and donations,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Indirect taxes,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Depreciation,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Opening stocks,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Closing stocks,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Total assets,Financial position
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Current assets,Financial position
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Other assets,Financial position
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Current liabilities,Financial position
2024,Level 4,Wood Product Manufacturing,Dollars (millions),Other liabilities,Financial position
2024,Level 4,Wood Product Manufacturing,Dollars,Total income per employee count,Financial ratios
2024,Level 4,Wood Product Manufacturing,Dollars,Surplus per employee count,Financial ratios
2024,Level 4,Wood Product Manufacturing,Percentage,Current ratio,Financial ratios
2024,Level 4,Wood Product Manufacturing,Percentage,Quick ratio,Financial ratios
2024,Level 4,Wood Product Manufacturing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 4,Wood Product Manufacturing,Percentage,Return on equity,Financial ratios
2024,Level 4,Wood Product Manufacturing,Percentage,Return on total assets,Financial ratios
2024,Level 4,Wood Product Manufacturing,Percentage,Liabilities structure,Financial ratios
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total income,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Non-operating income,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total expenditure,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Interest and donations,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Indirect taxes,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Depreciation,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Redundancy and severance,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Non-operating expenses,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Opening stocks,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Closing stocks,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Surplus before income tax,Financial performance
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total assets,Financial position
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Current assets,Financial position
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Fixed tangible assets,Financial position
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Additions to fixed assets,Financial position
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Other assets,Financial position
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total equity and liabilities,Financial position
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Current liabilities,Financial position
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Other liabilities,Financial position
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars,Total income per employee count,Financial ratios
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars,Surplus per employee count,Financial ratios
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,Current ratio,Financial ratios
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,Quick ratio,Financial ratios
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,Return on equity,Financial ratios
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,Return on total assets,Financial ratios
2024,Level 3,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,Liabilities structure,Financial ratios
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total income,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Non-operating income,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total expenditure,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Interest and donations,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Indirect taxes,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Depreciation,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Redundancy and severance,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Non-operating expenses,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Opening stocks,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Closing stocks,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Surplus before income tax,Financial performance
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total assets,Financial position
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Current assets,Financial position
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Fixed tangible assets,Financial position
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Additions to fixed assets,Financial position
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Other assets,Financial position
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total equity and liabilities,Financial position
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Current liabilities,Financial position
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),Other liabilities,Financial position
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars,Total income per employee count,Financial ratios
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars,Surplus per employee count,Financial ratios
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,Current ratio,Financial ratios
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,Quick ratio,Financial ratios
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,Return on equity,Financial ratios
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,Return on total assets,Financial ratios
2024,Level 4,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,Liabilities structure,Financial ratios
2024,Level 3,Printing,Dollars (millions),Total income,Financial performance
2024,Level 3,Printing,Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 3,Printing,Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 3,Printing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 3,Printing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 3,Printing,Dollars (millions),Non-operating income,Financial performance
2024,Level 3,Printing,Dollars (millions),Total expenditure,Financial performance
2024,Level 3,Printing,Dollars (millions),Interest and donations,Financial performance
2024,Level 3,Printing,Dollars (millions),Indirect taxes,Financial performance
2024,Level 3,Printing,Dollars (millions),Depreciation,Financial performance
2024,Level 3,Printing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 3,Printing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 3,Printing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 3,Printing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 3,Printing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 3,Printing,Dollars (millions),Opening stocks,Financial performance
2024,Level 3,Printing,Dollars (millions),Closing stocks,Financial performance
2024,Level 3,Printing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 3,Printing,Dollars (millions),Total assets,Financial position
2024,Level 3,Printing,Dollars (millions),Current assets,Financial position
2024,Level 3,Printing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 3,Printing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 3,Printing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 3,Printing,Dollars (millions),Other assets,Financial position
2024,Level 3,Printing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 3,Printing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 3,Printing,Dollars (millions),Current liabilities,Financial position
2024,Level 3,Printing,Dollars (millions),Other liabilities,Financial position
2024,Level 3,Printing,Dollars,Total income per employee count,Financial ratios
2024,Level 3,Printing,Dollars,Surplus per employee count,Financial ratios
2024,Level 3,Printing,Percentage,Current ratio,Financial ratios
2024,Level 3,Printing,Percentage,Quick ratio,Financial ratios
2024,Level 3,Printing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 3,Printing,Percentage,Return on equity,Financial ratios
2024,Level 3,Printing,Percentage,Return on total assets,Financial ratios
2024,Level 3,Printing,Percentage,Liabilities structure,Financial ratios
2024,Level 4,Printing,Dollars (millions),Total income,Financial performance
2024,Level 4,Printing,Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 4,Printing,Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 4,Printing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 4,Printing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 4,Printing,Dollars (millions),Non-operating income,Financial performance
2024,Level 4,Printing,Dollars (millions),Total expenditure,Financial performance
2024,Level 4,Printing,Dollars (millions),Interest and donations,Financial performance
2024,Level 4,Printing,Dollars (millions),Indirect taxes,Financial performance
2024,Level 4,Printing,Dollars (millions),Depreciation,Financial performance
2024,Level 4,Printing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 4,Printing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 4,Printing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 4,Printing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 4,Printing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 4,Printing,Dollars (millions),Opening stocks,Financial performance
2024,Level 4,Printing,Dollars (millions),Closing stocks,Financial performance
2024,Level 4,Printing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 4,Printing,Dollars (millions),Total assets,Financial position
2024,Level 4,Printing,Dollars (millions),Current assets,Financial position
2024,Level 4,Printing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 4,Printing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 4,Printing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 4,Printing,Dollars (millions),Other assets,Financial position
2024,Level 4,Printing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 4,Printing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 4,Printing,Dollars (millions),Current liabilities,Financial position
2024,Level 4,Printing,Dollars (millions),Other liabilities,Financial position
2024,Level 4,Printing,Dollars,Total income per employee count,Financial ratios
2024,Level 4,Printing,Dollars,Surplus per employee count,Financial ratios
2024,Level 4,Printing,Percentage,Current ratio,Financial ratios
2024,Level 4,Printing,Percentage,Quick ratio,Financial ratios
2024,Level 4,Printing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 4,Printing,Percentage,Return on equity,Financial ratios
2024,Level 4,Printing,Percentage,Return on total assets,Financial ratios
2024,Level 4,Printing,Percentage,Liabilities structure,Financial ratios
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Total income,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Non-operating income,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Total expenditure,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Interest and donations,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Indirect taxes,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Depreciation,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Opening stocks,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Closing stocks,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Total assets,Financial position
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Current assets,Financial position
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Other assets,Financial position
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Current liabilities,Financial position
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars (millions),Other liabilities,Financial position
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars,Total income per employee count,Financial ratios
2024,Level 3,Petroleum and Coal Product Manufacturing,Dollars,Surplus per employee count,Financial ratios
2024,Level 3,Petroleum and Coal Product Manufacturing,Percentage,Current ratio,Financial ratios
2024,Level 3,Petroleum and Coal Product Manufacturing,Percentage,Quick ratio,Financial ratios
2024,Level 3,Petroleum and Coal Product Manufacturing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 3,Petroleum and Coal Product Manufacturing,Percentage,Return on equity,Financial ratios
2024,Level 3,Petroleum and Coal Product Manufacturing,Percentage,Return on total assets,Financial ratios
2024,Level 3,Petroleum and Coal Product Manufacturing,Percentage,Liabilities structure,Financial ratios
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Total income,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Non-operating income,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Total expenditure,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Interest and donations,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Indirect taxes,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Depreciation,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Opening stocks,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Closing stocks,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Total assets,Financial position
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Current assets,Financial position
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Other assets,Financial position
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Current liabilities,Financial position
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars (millions),Other liabilities,Financial position
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars,Total income per employee count,Financial ratios
2024,Level 4,Petroleum and Coal Product Manufacturing,Dollars,Surplus per employee count,Financial ratios
2024,Level 4,Petroleum and Coal Product Manufacturing,Percentage,Current ratio,Financial ratios
2024,Level 4,Petroleum and Coal Product Manufacturing,Percentage,Quick ratio,Financial ratios
2024,Level 4,Petroleum and Coal Product Manufacturing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 4,Petroleum and Coal Product Manufacturing,Percentage,Return on equity,Financial ratios
2024,Level 4,Petroleum and Coal Product Manufacturing,Percentage,Return on total assets,Financial ratios
2024,Level 4,Petroleum and Coal Product Manufacturing,Percentage,Liabilities structure,Financial ratios
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Total income,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Non-operating income,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Total expenditure,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Interest and donations,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Indirect taxes,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Depreciation,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Opening stocks,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Closing stocks,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Total assets,Financial position
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Current assets,Financial position
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Other assets,Financial position
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Current liabilities,Financial position
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars (millions),Other liabilities,Financial position
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars,Total income per employee count,Financial ratios
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Dollars,Surplus per employee count,Financial ratios
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Percentage,Current ratio,Financial ratios
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Percentage,Quick ratio,Financial ratios
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Percentage,Return on equity,Financial ratios
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Percentage,Return on total assets,Financial ratios
2024,Level 3,Basic Chemical and Chemical Product Manufacturing,Percentage,Liabilities structure,Financial ratios
2024,Level 4,Basic Chemical and Basic Polymer Manufacturing,Dollars (millions),Total income,Financial performance
2024,Level 4,Basic Chemical and Basic Polymer Manufacturing,Dollars (millions),Sales of goods and services,Financial performance
2024,Level 4,Basic Chemical and Basic Polymer Manufacturing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 4,Basic Chemical and Basic Polymer Manufacturing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 4,Basic Chemical and Basic Polymer Manufacturing,Dollars (millions),Non-operating income,Financial performance
2024,Level 4,Basic Chemical and Basic Polymer Manufacturing,Dollars (millions),Total expenditure,Financial performance
